,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url,features
56,"calle de Bailèn, 67",es,,garage,1142,Eixample,False,PLAZA 221 SOTANO C,,False,False,False,False,False,41.3953519,2.1725046000000003,Barcelona,La Dreta de l'Eixample,False,,3,rent,90.0,,81940654,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de Bailèn, 67",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/fb/77/588128279.jpg,https://www.idealista.com/inmueble/81940654/,['Cubierta']
57,"calle de Bailèn, 67",es,,garage,1142,Eixample,False,PLAZA 227 SOTANO C,,False,False,False,False,False,41.3953519,2.1725046000000003,Barcelona,La Dreta de l'Eixample,False,,3,rent,90.0,,81621657,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de Bailèn, 67",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/cd/1d/580813605.jpg,https://www.idealista.com/inmueble/81621657/,['Cubierta']
58,"AUSIAS MARCH, 107",es,compactCar,garage,1310,Eixample,False,AM 107 PK PL 419,,False,False,True,False,False,41.3954631,2.1808837000000003,Barcelona,El Fort Pienc,False,,2,rent,65.0,7.0,81126973,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en AUSIAS MARCH, 107",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/9d/5b/570408431.jpg,https://www.idealista.com/inmueble/81126973/,"['Plaza para coche pequeño', '9 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
59,"gran Via de Carles III, 86",es,sedanCar,garage,3795,Les Corts,False,011948,bj,False,False,True,True,True,41.3858759,2.1279112,Barcelona,Les Corts,False,,4,rent,135.0,12.0,82577062,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en gran Via de Carles III, 86",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/42/97/600531193.jpg,https://www.idealista.com/inmueble/82577062/,"['Plaza para coche grande', '11 m²', 'Con ascensor', ' Alarma ', ' Cámaras de seguridad ']"
60,"calle d'En Robador, 34",es,compactCar,garage,699,Ciutat Vella,False,,,False,False,True,False,False,41.3790599,2.1710656000000004,Barcelona,El Raval,False,,4,rent,120.0,,81514847,garage,Barcelona,True,"El Raval, Barcelona","Garaje en calle d'En Robador, 34",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/aa/12/582028045.jpg,https://www.idealista.com/inmueble/81514847/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
61,"calle del Clos de Sant Francesc, 2",es,compactCar,garage,4511,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3979278,2.1220834,Barcelona,Sarrià,False,,1,rent,90.0,,82499058,garage,Barcelona,True,"Sarrià, Barcelona","Garaje en calle del Clos de Sant Francesc, 2",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/cc/ca/599017021.jpg,https://www.idealista.com/inmueble/82499058/,[]
62,calle Maresme,es,twoCars,garage,4859,Sant Martí,False,Pk300,,False,False,True,True,False,41.4146136,2.2163746,Barcelona,El Besòs,False,,10,rent,15000.0,,36994130,garage,Barcelona,False,"El Besòs, Barcelona",Garaje en calle Maresme,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/21/32/208027673.jpg,https://www.idealista.com/inmueble/36994130/,"['Plaza para 2 coches o más', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
63,"calle Córcega, Barcelona, 60",es,sedanCar,garage,2483,Eixample,False,pkcorsega60,,False,False,True,True,False,41.384531,2.1436363,Barcelona,La Nova Esquerra de l'Eixample,False,,2,rent,80.0,7.0,82848537,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle Córcega, Barcelona, 60",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/36/32/606334079.jpg,https://www.idealista.com/inmueble/82848537/,[]
64,"calle d'Aragó, 562",es,motorcycle,garage,2624,Sant Martí,False,046068,,False,False,False,True,False,41.4070046,2.1851349,Barcelona,El Clot,False,,23,rent,40.0,8.0,32983193,garage,Barcelona,True,"El Clot, Barcelona","Garaje en calle d'Aragó, 562",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/8c/11/272826830.jpg,https://www.idealista.com/inmueble/32983193/,"['Plaza para moto', '5 m²']"
65,"calle d'aragó, 555 -557",es,sedanCar,garage,2630,Sant Martí,False,046000,bj,False,False,True,True,False,41.4071511,2.1848376,Barcelona,El Camp de l'Arpa del Clot,False,,22,rent,110.0,11.0,25657660,garage,Barcelona,True,"El Camp de l'Arpa del Clot, Barcelona","Garaje en calle d'aragó, 555 -557",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/ab/5e/272823285.jpg,https://www.idealista.com/inmueble/25657660/,"['Plaza para coche grande', '10 m²', 'Con ascensor']"
66,"calle de Aragón, Barcelona, 499",es,compactCar,garage,2309,Eixample,False,TSA01631,,False,False,True,False,False,41.4050464,2.1811414,Barcelona,La Sagrada Família,False,,8,rent,120.0,12.0,82820404,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Aragón, Barcelona, 499",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/fe/92/605683336.jpg,https://www.idealista.com/inmueble/82820404/,"['Plaza para coche pequeño', '10 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
67,"calle de Aragón, Barcelona, 499",es,sedanCar,garage,2309,Eixample,False,TSA01630,,False,False,True,False,False,41.4050464,2.1811414,Barcelona,La Sagrada Família,False,,8,rent,130.0,11.0,82820306,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Aragón, Barcelona, 499",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/97/cf/605681956.jpg,https://www.idealista.com/inmueble/82820306/,"['Plaza para coche grande', '12 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
68,"calle d'Aragó, 560",es,compactCar,garage,2618,Sant Martí,False,46076,bj,False,False,True,False,False,41.4070182,2.1848679,Barcelona,El Clot,False,,17,rent,100.0,11.0,40396149,garage,Barcelona,True,"El Clot, Barcelona","Garaje en calle d'Aragó, 560",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/d7/e8/279474383.jpg,https://www.idealista.com/inmueble/40396149/,"['Plaza para coche pequeño', '9 m²', 'Con ascensor']"
69,"calle de còrsega, 507",es,compactCar,garage,2153,Gràcia,False,BAJC121,bj,False,False,False,False,False,41.4042374,2.1694063,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,20,rent,90.0,10.0,33681078,garage,Barcelona,True,"El Camp d'En Grassot i Gràcia Nova, Barcelona","Garaje en calle de còrsega, 507",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/ff/85/605907204.jpg,https://www.idealista.com/inmueble/33681078/,[]
70,calle de l'Arquitecte Sert,es,sedanCar,garage,2312,Sant Martí,False,ITap2100,bj,False,False,False,False,False,41.3920658,2.1995174,Barcelona,La Vila Olímpica del Poblenou,False,,26,rent,75.0,8.0,38285840,garage,Barcelona,False,"La Vila Olímpica del Poblenou, Barcelona",Garaje en calle de l'Arquitecte Sert,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/bc/0d/600555522.jpg,https://www.idealista.com/inmueble/38285840/,"['Plaza para coche grande', '10 m²']"
71,"calle del Cardenal Reig, Barcelona, 1",es,carAndMotorcycle,garage,5123,Les Corts,False,CARDENAL REIG PARKING,,False,False,True,False,False,41.37637,2.1131,Barcelona,La Maternitat i Sant Ramon,False,,7,rent,120.0,11.0,82853309,garage,Barcelona,True,"La Maternitat i Sant Ramon, Barcelona","Garaje en calle del Cardenal Reig, Barcelona, 1",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/93/db/da/606402329.jpg,https://www.idealista.com/inmueble/82853309/,[]
72,"plaza del Bonsuccés, 7",es,,garage,318,Ciutat Vella,False,PLAZA 33 SOTANO B,,False,False,False,False,False,41.3839595,2.1698976,Barcelona,El Raval,False,,0,rent,95.0,,82393146,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza del Bonsuccés, 7",,https://www.idealista.com/inmueble/82393146/,['Cubierta']
73,"plaza del Bonsuccés, 7",es,,garage,318,Ciutat Vella,False,PLAZA 23 SOTANO B,,False,False,False,False,False,41.3839595,2.1698976,Barcelona,El Raval,False,,0,rent,100.0,,40292685,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza del Bonsuccés, 7",,https://www.idealista.com/inmueble/40292685/,['Cubierta']
74,"plaza del Bonsuccés, 7",es,,garage,318,Ciutat Vella,False,PLAZA 32 SOTANO B,,False,False,False,False,False,41.3839595,2.1698976,Barcelona,El Raval,False,,0,rent,95.0,,81593032,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza del Bonsuccés, 7",,https://www.idealista.com/inmueble/81593032/,['Cubierta']
75,"plaza del Bonsuccés, 7",es,,garage,318,Ciutat Vella,False,PLAZA 24 SOTANO B,,False,False,False,False,False,41.3839595,2.1698976,Barcelona,El Raval,False,,0,rent,100.0,,40292686,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza del Bonsuccés, 7",,https://www.idealista.com/inmueble/40292686/,['Cubierta']
76,"plaza del bonsuccés, 7",es,,garage,318,Ciutat Vella,False,PLAZA 26 SOTANO B,,False,False,False,False,False,41.3839595,2.1698976,Barcelona,El Raval,False,,0,rent,100.0,,40039341,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza del bonsuccés, 7",,https://www.idealista.com/inmueble/40039341/,[]
77,calle d'Ernest Lluch,es,sedanCar,garage,5297,Collblanc,False,17/006,,False,False,False,False,False,41.3730899,2.11196,Hospitalet de Llobregat,Collblanc,False,,0,rent,115.0,,36437530,garage,Barcelona,False,"Collblanc, Hospitalet de Llobregat",Garaje en calle d'Ernest Lluch,,https://www.idealista.com/inmueble/36437530/,['Plaza para coche grande']
78,rocafort,es,sedanCar,garage,2063,Eixample,False,2331,,False,False,True,True,False,41.3842718,2.1486837000000003,Barcelona,La Nova Esquerra de l'Eixample,False,,8,rent,100.0,,36212630,garage,Barcelona,False,"La Nova Esquerra de l'Eixample, Barcelona",Garaje en rocafort,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/6b/c8/193745578.jpg,https://www.idealista.com/inmueble/36212630/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
79,calle del rosselló,es,compactCar,garage,2248,Eixample,False,2150,,False,False,False,True,False,41.405318,2.1730531,Barcelona,La Sagrada Família,False,,8,rent,90.0,,31500644,garage,Barcelona,False,"La Sagrada Família, Barcelona",Garaje en calle del rosselló,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/25/53/117616128.jpg,https://www.idealista.com/inmueble/31500644/,['Plaza para coche pequeño']
80,entença,es,sedanCar,garage,2138,Eixample,False,2149,,False,False,False,True,False,41.3823357,2.1480368,Barcelona,La Nova Esquerra de l'Eixample,False,,10,rent,70.0,,31500239,garage,Barcelona,False,"La Nova Esquerra de l'Eixample, Barcelona",Garaje en entença,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/72/51/117609550.jpg,https://www.idealista.com/inmueble/31500239/,['Plaza para coche grande']
81,"avenida Diagonal, 477",es,compactCar,garage,2445,Eixample,False,045021,bj,False,False,False,False,False,41.3925658,2.1458302,Barcelona,L'Antiga Esquerra de l'Eixample,False,,14,rent,110.0,18.0,35318142,garage,Barcelona,True,"L'Antiga Esquerra de l'Eixample, Barcelona","Garaje en avenida Diagonal, 477",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/f9/99/570583109.jpg,https://www.idealista.com/inmueble/35318142/,"['Plaza para coche pequeño', '6 m²']"
82,"avenida diagonal, 477",es,compactCar,garage,2466,Eixample,False,045001,bj,False,False,False,False,False,41.39291400000001,2.1457289,Barcelona,L'Antiga Esquerra de l'Eixample,False,,13,rent,110.0,18.0,25531407,garage,Barcelona,True,"L'Antiga Esquerra de l'Eixample, Barcelona","Garaje en avenida diagonal, 477",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/a3/e9/570583095.jpg,https://www.idealista.com/inmueble/25531407/,"['Plaza para coche pequeño', '6 m²']"
83,"rambla La, 94",es,sedanCar,garage,359,Ciutat Vella,False,,,False,False,True,True,False,41.3818977,2.1728208,Barcelona,El Gòtic,False,,7,rent,100.0,,38817834,garage,Barcelona,True,"El Gòtic, Barcelona","Garaje en rambla La, 94",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/15/ea/248546773.jpg,https://www.idealista.com/inmueble/38817834/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
84,"avenida roger de lluria, 149",es,carAndMotorcycle,garage,1703,Eixample,False,vajltc,,False,False,True,False,False,41.3979568,2.1622978,Barcelona,La Dreta de l'Eixample,False,,24,rent,143.0,14.0,36207322,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en avenida roger de lluria, 149",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/59/92/195352384.jpg,https://www.idealista.com/inmueble/36207322/,"['Plaza para coche y moto', '10 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
85,"calle de Berlín, 103",es,motorcycle,garage,2660,Les Corts,False,vajbctdomocll,,False,False,True,False,False,41.3850055,2.1415037,Barcelona,Les Corts,False,,24,rent,30.0,10.0,35427315,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle de Berlín, 103",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/f3/88/bb/581949595.jpg,https://www.idealista.com/inmueble/35427315/,"['Plaza para moto', '3 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
86,"calle de mallorca, 419",es,motorcycle,garage,2196,Eixample,False,vajmldsm,,False,False,True,False,False,41.4046889,2.1768265,Barcelona,La Sagrada Família,False,,20,rent,30.0,15.0,34053047,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de mallorca, 419",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/a3/73/157040832.jpg,https://www.idealista.com/inmueble/34053047/,"['Plaza para moto', '2 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
87,"lope de Vega, 150",es,motorcycle,garage,3298,Sant Martí,False,vajlccdcdvm,,False,False,True,False,False,41.4063694,2.2009743,Barcelona,El Poblenou,False,,25,rent,30.0,10.0,33687291,garage,Barcelona,True,"El Poblenou, Barcelona","Garaje en lope de Vega, 150",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/a5/45/150895262.jpg,https://www.idealista.com/inmueble/33687291/,"['Plaza para moto', '3 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
88,"avenida de la república argentina, 47",es,motorcycle,garage,3447,Sarrià-Sant Gervasi,False,vajraqsuqm,,False,False,True,False,False,41.4088197,2.1467857999999995,Barcelona,El Putxet i el Farró,False,,23,rent,30.0,15.0,31574228,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en avenida de la república argentina, 47",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/ab/95/118643411.jpg,https://www.idealista.com/inmueble/31574228/,"['Plaza para moto', '2 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
89,"lepant, 278",es,compactCar,garage,2195,Eixample,False,vajmsusc,,False,False,True,False,False,41.40470560000001,2.1765126,Barcelona,La Sagrada Família,False,,20,rent,92.0,12.0,29937912,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en lepant, 278",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/a6/93/91445855.jpg,https://www.idealista.com/inmueble/29937912/,"['Plaza para coche pequeño', '8 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
90,"calle de joan miró, 3",es,compactCar,garage,1874,Sant Martí,False,,,False,False,True,False,False,41.3908717,2.1945068,Barcelona,La Vila Olímpica del Poblenou,False,,3,rent,69.0,,31077362,garage,Barcelona,True,"La Vila Olímpica del Poblenou, Barcelona","Garaje en calle de joan miró, 3",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/58/88/11/206877990.jpg,https://www.idealista.com/inmueble/31077362/,[]
91,"calle Comte d'Urgell, 37",es,compactCar,garage,1223,Eixample,False,011834,bj,False,False,False,True,True,41.3807221,2.1599514,Barcelona,Sant Antoni,False,,4,rent,95.0,12.0,40571427,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en calle Comte d'Urgell, 37",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/51/55/597665873.jpg,https://www.idealista.com/inmueble/40571427/,"['Plaza para coche pequeño', '8 m²']"
92,"calle de Mejia Lequerica, 16",es,compactCar,garage,3930,Les Corts,False,04867,,False,False,True,False,False,41.382947,2.1263741,Barcelona,La Maternitat i Sant Ramon,False,,4,rent,60.0,5.0,37504320,garage,Barcelona,True,"La Maternitat i Sant Ramon, Barcelona","Garaje en calle de Mejia Lequerica, 16",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/86/1b/219244398.jpg,https://www.idealista.com/inmueble/37504320/,[]
93,"calle de la Diputació, 411",es,,garage,1496,Eixample,False,PLAZA 45 SOTANO B,,False,False,False,False,False,41.3982357,2.1773037,Barcelona,El Fort Pienc,False,,3,rent,90.0,,82569822,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle de la Diputació, 411",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d4/36/3f/600406454.jpg,https://www.idealista.com/inmueble/82569822/,[]
94,"paseo de Maragall, 120",es,,garage,4103,Sant Andreu,False,PLAZA 3 SOTANO A,,False,False,False,False,False,41.4216916,2.1797805,Barcelona,El Congrés i els Indians,False,,3,rent,100.0,,82569830,garage,Barcelona,True,"El Congrés i els Indians, Barcelona","Garaje en paseo de Maragall, 120",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/54/68/600406546.jpg,https://www.idealista.com/inmueble/82569830/,['Cubierta']
95,"paseo de Maragall, 120",es,,garage,4103,Sant Andreu,False,PLAZA 4 SOTANO A,,False,False,False,False,False,41.4216916,2.1797805,Barcelona,El Congrés i els Indians,False,,3,rent,100.0,,82569831,garage,Barcelona,True,"El Congrés i els Indians, Barcelona","Garaje en paseo de Maragall, 120",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/10/d8/600406551.jpg,https://www.idealista.com/inmueble/82569831/,['Cubierta']
96,"calle del Pacífic, 3",es,compactCar,garage,4734,Sant Andreu,False,,,False,False,False,False,False,41.4254939,2.1913509,Barcelona,La Sagrera,False,,1,rent,70.0,,26636605,garage,Barcelona,True,"La Sagrera, Barcelona","Garaje en calle del Pacífic, 3",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/34/be/44741741.jpg,https://www.idealista.com/inmueble/26636605/,[]
